,name,rating,types,reviews,salary,jobs,interviews,Locations
6350,Toyota Boshoku Automotive,4.1,Auto Components,175,713,7,5,Bengaluru +18 other locations
6351,Lennox India Technology Centre,3.6,Industrial Machinery,175,1k,63,27,Chennai +2 other locations
6352,GD Goenka University,3.6,Education & Training,175,765,6,14,Gurugram +31 other locations
6353,Ciklum,3.6,IT Services & Consulting,175,879,36,30,Pune +3 other locations
6354,Compuage Infocom,4.2,Hardware & Networking,173,852,8,9,Mumbai +41 other locations
6355,GDX Group,4.1,Law Enforcement & Security,174,458,1,3,New Delhi +43 other locations
6356,Sitics Logistic Solutions,3.0,Financial Services,174,641,12,9,Palakkad +51 other locations
6357,Maya Academy of Advanced Cinematics,3.0,Animation & VFX,174,572,--,25,Mumbai +39 other locations
6358,CFlo,4.5,Industrial Machinery,174,412,--,11,Kolkata +10 other locations
6359,Supple Tek Industries,3.4,Food Processing,174,500,4,15,Amritsar +41 other locations
6360,Compuage Infocom,4.2,Hardware & Networking,173,852,8,9,Mumbai +41 other locations
6361,Altius Customer Services,3.1,BPO,174,662,10,15,Nagpur +5 other locations
6362,EASTMAN EXPORTS GLOBAL CLOTHING PVT.LTD,3.6,Fashion & Textile,174,899,25,6,Tiruppur +10 other locations
6363,GDX Group,4.1,Law Enforcement & Security,174,458,1,3,New Delhi +43 other locations
6364,CFlo,4.5,Industrial Machinery,174,412,--,11,Kolkata +10 other locations
6365,Maya Academy of Advanced Cinematics,3.0,Animation & VFX,174,572,--,25,Mumbai +39 other locations
6366,Supple Tek Industries,3.4,Food Processing,174,500,4,15,Amritsar +41 other locations
6367,Sitics Logistic Solutions,3.0,Financial Services,174,641,12,9,Palakkad +51 other locations
6368,Liquiloans,2.8,FinTech,174,822,4,21,Mumbai +11 other locations
6369,Talwalkars Better Value Fitness,4.1,Fitness & Wellness,174,437,--,6,Mumbai +54 other locations
6370,SPIE Oil & Gas Services,4.2,Oil & Gas,174,272,--,10,Doha +22 other locations
6371,iQuanti,3.9,Marketing & Advertising,174,1.1k,17,18,Bengaluru +8 other locations
6372,Bengal Energy,3.8,Power,174,595,--,11,Kharagpur +11 other locations
6373,Poonawalla Finance,3.7,NBFC,174,960,--,6,Pune +82 other locations
6374,Experian,3.8,FinTech,174,2.1k,105,25,Hyderabad +5 other locations
6375,Freyr Energy Services,3.6,Power,174,553,64,12,Hyderabad +30 other locations
6376,Cashfree Payments,3.0,FinTech,175,1.6k,32,25,Bengaluru +6 other locations
6377,M&G Global Services,3.4,Financial Services,174,1.5k,16,12,Mumbai +5 other locations
6378,Automation Anywhere,3.7,Industrial Automation,174,1.6k,19,19,Bengaluru +13 other locations
6379,NSL Sugars,4.0,Food Processing,174,552,16,7,Hyderabad +23 other locations
6380,NSL Sugars,4.0,Food Processing,174,552,16,7,Hyderabad +23 other locations
6381,Automation Anywhere,3.7,Industrial Automation,174,1.6k,19,19,Bengaluru +13 other locations
6382,SmartQ - Bottle Lab Technologies,4.1,Software Product,174,951,64,22,Bengaluru +12 other locations
6383,Pan Gulf Technologies,4.0,Design,174,859,14,14,Mumbai +8 other locations
6384,First Abu Dhabi Bank,3.2,Banking,174,939,--,14,Bengaluru +7 other locations
6385,Wintax Solution,4.7,Recruitment,174,26,--,4,Surat +60 other locations
6386,FutureSoft India,3.5,Software Product,174,589,21,16,Bengaluru +14 other locations
6387,Ascendum Solutions,3.0,IT Services & Consulting,174,774,1,13,Bengaluru +8 other locations
6388,Sree Metaliks,3.8,Industrial Machinery,174,705,--,12,Barbil +20 other locations
6389,Dayal Group,4.0,Agriculture,174,517,15,10,Lucknow +42 other locations
6390,Opporture,4.8,Content Development,173,62,--,2,Hyderabad +1 other locations
6391,Hiranandani group,3.9,Real Estate,173,863,--,11,Mumbai +20 other locations
6392,Shubham K Mart,4.2,Retail,173,236,--,68,Raipur +21 other locations
6393,Atlassian,3.1,Software Product,173,4.3k,--,100,Bengaluru +6 other locations
6394,SEForge,3.3,Engineering & Construction,173,845,1,7,Coimbatore +6 other locations
6395,Bry-Air (Asia),3.7,,173,748,24,8,
6396,Kaff Appliances (india),3.2,Consumer Electronics & Appliances,173,660,--,15,Gurugram +32 other locations
6397,MEP Infrastructure Developers,3.8,Engineering & Construction,173,882,16,11,Mumbai +20 other locations
6398,bloom Hotel Group,4.1,Internet,173,675,--,11,New Delhi +19 other locations
6399,Modelama Exports,3.9,Fashion & Textile,173,650,1,5,Gurugram +5 other locations
6400,Amnet Systems,3.7,IT Services & Consulting,173,800,8,8,Chennai +7 other locations
6401,Bobst India,3.9,Industrial Machinery,173,871,2,15,Pune +10 other locations
6402,bloom Hotel Group,4.1,Internet,173,675,--,11,New Delhi +19 other locations
6403,Qicpic,2.3,Internet,173,94,--,21,Bengaluru +57 other locations
6404,Hiranandani group,3.9,Real Estate,173,863,--,11,Mumbai +20 other locations
6405,Gujarat Guardian Ltd.,3.6,Building Material,173,737,9,14,Ankleshwar +18 other locations
6406,Toyota Kirloskar Auto Parts,4.2,Auto Components,173,656,--,5,Bengaluru +10 other locations
6407,MEP Infrastructure Developers,3.8,Engineering & Construction,173,882,16,11,Mumbai +20 other locations
6408,Gsa Industries,4.0,Automobile,173,570,11,16,Patiala +6 other locations
6409,VASANTHA TOOL CRAFTS,3.9,Industrial Machinery,173,588,--,12,Hyderabad +1 other locations
6410,Applus Velosi,3.6,Oil & Gas,173,410,--,8,Chennai +22 other locations
6411,Kuantum Papers,4.1,Pulp & Paper,173,669,--,8,Hoshiarpur +11 other locations
6412,Modelama Exports,3.9,Fashion & Textile,173,650,1,5,Gurugram +5 other locations
6413,Arvind Technocrats & Engineers LLP,3.7,Engineering & Construction,173,285,6,10,New Delhi +31 other locations
6414,Valiant Organics,3.6,Chemicals,173,959,6,7,Bharuch +11 other locations
6415,Alliant Talent,2.2,Accounting & Auditing,173,865,31,14,Hyderabad +4 other locations
6416,J Pan Tubular Components,3.4,Industrial Machinery,173,563,5,15,Greater Noida +10 other locations
6417,KRG Technologies,4.3,IT Services & Consulting,173,610,11,21,Chennai +7 other locations
6418,Wanfeng Aluminum Wheel,3.7,Industrial Machinery,173,539,--,7,Bawal +6 other locations
6419,Sinch,3.6,Internet,173,1.2k,6,16,Noida +10 other locations
6420,Glatt Systems,3.8,Pharma,173,1.1k,3,14,Pune +2 other locations
6421,Express Roadways,3.5,Logistics,173,702,--,9,New Delhi +37 other locations
6422,Wanfeng Aluminum Wheel,3.7,Industrial Machinery,173,539,--,7,Bawal +6 other locations
6423,Sinch,3.6,Internet,173,1.2k,6,16,Noida +10 other locations
6424,Tynor Orthotics,3.4,Fitness & Wellness,173,657,7,15,Sahibzada Ajit Singh Nagar +26 other locations
6425,Macmet Engineering,3.9,Industrial Machinery,173,654,8,11,Kolkata +16 other locations
6426,CRED,3.6,FinTech,173,2.2k,--,42,Bengaluru +15 other locations
6427,W3Global,3.3,Recruitment,173,904,--,21,Hyderabad +6 other locations
6428,Aptia,2.7,IT Services & Consulting,173,774,16,9,Mumbai +7 other locations
6429,Keihin India Manufacturing,4.4,Auto Components,172,620,--,5,Neemrana +9 other locations
6430,Yamaha Music India,3.7,Media & Entertainment,172,757,8,3,Chennai +11 other locations
6431,Yashashvi Rasayan,4.2,Metals & Mining,172,708,--,5,Bharuch +11 other locations
6432,SPX Flow Technology,4.3,Industrial Machinery,172,988,--,10,Bengaluru +7 other locations
6433,Mayoor School,4.4,Education & Training,172,137,10,1,Noida +9 other locations
6434,FunnL,3.3,Marketing & Advertising,172,826,1,7,Hyderabad +1 other locations
6435,Sowparnika,4.0,Real Estate,172,791,9,8,Bengaluru +12 other locations
6436,Sahyadri Farms,3.6,Internet,172,816,16,15,Nashik +14 other locations
6437,Ind swift ltd. Gbu,3.5,,172,753,--,10,
6438,Biotech Vision Care,3.6,Healthcare,172,855,1,17,Ahmedabad +27 other locations
6439,Rabwin Industries,3.9,Industrial Machinery,172,796,1,7,Coimbatore +4 other locations
6440,Olive Bar & Kitchen,4.0,Hospitality,172,483,34,5,Mumbai +15 other locations
6441,Daebu Automotive Seat,3.2,Auto Components,172,688,--,6,Chennai +8 other locations
6442,Ferring Pharmaceuticals,4.0,Pharma,172,832,--,8,Hyderabad +18 other locations
6443,Pratibha Syntex,3.9,Fashion & Textile,172,599,4,6,Indore +13 other locations
6444,Proventech,4.2,Software Product,172,371,17,10,Hyderabad +4 other locations
6445,Kenstar,3.8,Consumer Electronics & Appliances,172,589,--,13,Gurugram +53 other locations
6446,B.L. Agro Industries,3.6,,172,680,--,8,
6447,Ranjit Buildcon,4.3,Engineering & Construction,172,524,--,12,Surat +21 other locations
6448,Finecure Pharmaceuticals,3.8,Pharma,172,765,5,14,Ahmedabad +15 other locations
6449,Trawex Technologies,4.5,Software Product,172,137,5,20,Bengaluru +1 other locations
6450,Atidan Technologies,4.2,Software Product,172,478,15,24,Mumbai +6 other locations
6451,Peerless Hospital,4.1,Healthcare,172,500,--,5,Kolkata +7 other locations
6452,AIG,3.8,Insurance,172,1k,1,10,Bengaluru +13 other locations
6453,Ganges Internationale,2.8,Power,172,815,--,9,Chennai +9 other locations
6454,Gowtham Model School,3.8,Education & Training,172,537,--,14,Hyderabad +15 other locations
6455,3F Industries,3.5,Food Processing,172,759,11,9,Nellore +23 other locations
6456,Metayb,3.9,IT Services & Consulting,172,353,39,22,Chennai +1 other locations
6457,Srijan Realty,3.8,Real Estate,172,778,3,12,Kolkata +2 other locations
6458,Da Milano Leathers,2.8,Leather,171,570,--,16,New Delhi +25 other locations
6459,Mafatlal Industries,3.6,Fashion & Textile,172,616,11,6,Mumbai +21 other locations
6460,Pentagon System and Services,3.7,IT Services & Consulting,172,841,3,8,Mumbai +15 other locations
6461,"CAMP Systems International, Inc.",3.8,Software Product,172,910,15,14,Hyderabad +6 other locations
6462,Meditrina Hospital,4.0,Healthcare,172,497,17,4,Kollam +14 other locations
6463,Unify Technologies,2.9,IT Services & Consulting,172,1.3k,49,26,Hyderabad +8 other locations
6464,D.B ENGINEERING,4.2,Industrial Machinery,172,357,76,15,New Delhi +16 other locations
6465,Ginger Webs,2.6,IT Services & Consulting,172,993,6,18,Noida +7 other locations
6466,Dmi Finance,3.5,NBFC,172,1.2k,30,15,New Delhi +18 other locations
6467,Jar,4.4,FinTech,172,418,17,36,Bengaluru +2 other locations
6468,Vastu Finserve,4.0,NBFC,172,409,11,5,New Delhi +67 other locations
6469,Bajaj Financial Securities,4.2,Financial Services,172,478,56,17,Pune +26 other locations
6470,Katyayani Organics,3.9,Agriculture,171,141,14,18,Bhopal +1 other locations
6471,Confiance BizSol Private Limited,3.1,Analytics & KPO,172,617,--,24,Ahmedabad +3 other locations
6472,ABP Network,4.0,Broadcasting,171,1.1k,--,5,Noida +14 other locations
6473,Grupo Bimbo,3.6,FMCG,171,830,--,11,New Delhi +27 other locations
6474,IREO,4.5,Real Estate,171,580,--,6,Gurugram +10 other locations
6475,Motwane Manufacturing Company,3.6,Electrical Equipment,171,715,6,15,Nashik +12 other locations
6476,Acer India,3.7,IT Services & Consulting,171,786,--,10,Bengaluru +35 other locations
6477,MGNREGA,3.5,Government,172,339,--,7,Hyderabad +95 other locations
6478,ValueFirst Digital Media,3.6,Software Product,171,1.1k,--,12,Gurugram +8 other locations
6479,Visible Alpha Solutions,3.6,Analytics & KPO,171,1.1k,--,22,Mumbai +6 other locations
6480,Indian Council of Agricultural Research,3.7,Education & Training,171,567,--,7,New Delhi +38 other locations
6481,Connect Broadband,4.2,Telecom,171,643,2,11,Sahibzada Ajit Singh Nagar +18 other locations
6482,Garden Reach Shipbuilders & Engineers,4.2,Ports & Shipping,171,479,--,7,Kolkata +6 other locations
6483,Narayana Junior College,3.7,Education & Training,171,305,--,2,Hyderabad +29 other locations
6484,UMSL,3.6,Engineering & Construction,171,603,21,13,Bhubaneswar +19 other locations
6485,VISION,3.8,Management Consulting,171,656,1,11,New Delhi +73 other locations
6486,Kenvue,3.6,Beauty & Personal Care,171,1.2k,121,6,Bengaluru +27 other locations
6487,Solenis,3.7,Chemicals,171,1k,1,23,Hyderabad +9 other locations
6488,John Cockerill,3.2,Industrial Machinery,171,849,40,9,Mumbai +7 other locations
6489,Decon Telecom Solutions,3.1,Telecom,171,338,--,12,Gurugram +29 other locations
6490,Wyzmindz Solutions,3.4,IT Services & Consulting,171,619,4,24,Bengaluru +6 other locations
6491,RC Plasto Tanks And Pipes,3.7,,171,677,--,15,
6492,P C CHANDRA JEWELLERS,3.7,Jewellery,172,517,--,10,Kolkata +25 other locations
6493,L&T Transportation Infrastructure,4.1,Engineering & Construction,171,151,--,8,Mumbai +34 other locations
6494,Lawrence & Mayo,3.8,Retail,171,478,--,14,Hyderabad +27 other locations
6495,ATYETI,3.8,IT Services & Consulting,171,920,65,20,Pune +7 other locations
6496,SMCC Construction India,4.2,Engineering & Construction,171,574,1,11,New Delhi +22 other locations
6497,Apollo Supply Chain,3.8,Logistics,171,617,1,11,Gurugram +41 other locations
6498,SKYMAP PHARMACEUTICALS,3.9,Pharma,170,576,--,7,Roorkee +7 other locations
6499,Holostik,3.9,Packaging,170,722,7,14,Noida +13 other locations
6500,CI Infotech,3.6,IT Services & Consulting,170,710,5,8,New Delhi +14 other locations
6501,AMBITION JOB,4.2,Recruitment,170,78,--,50,Hyderabad +26 other locations
6502,Crio.Do,2.9,EdTech,170,920,--,34,Bengaluru +7 other locations
6503,General Diagnostics International Private Limited,3.1,Healthcare,170,561,--,16,Mumbai +27 other locations
6504,Ashley Global Capability Center,3.9,IT Services & Consulting,170,448,8,71,Chennai +7 other locations
6505,Lanson Toyota,4.2,Automobile,170,507,2,7,Chennai +9 other locations
6506,Chromewell Engineering,3.8,Industrial Machinery,170,716,--,14,Pune +4 other locations
6507,ThinkPalm Technologies,3.9,IT Services & Consulting,170,1.5k,5,17,Kochi +5 other locations
6508,Mepro Pharmaceuticals,3.7,Pharma,170,850,--,15,Vadodara +11 other locations
6509,SEW Infrastructure,3.4,Engineering & Construction,170,501,1,4,Hyderabad +23 other locations
6510,Rain Carbon,4.1,,170,558,--,14,
6511,Kumar Properties,4.2,Real Estate,170,851,7,13,Pune +8 other locations
6512,Inmakes Infotech,3.8,,170,409,5,12,
6513,Filo,3.4,Internet,170,579,9,12,Gurugram +17 other locations
6514,AIG Business Solution,3.3,IT Services & Consulting,170,330,3,2,Gurugram +5 other locations
6515,Edwise International,3.9,Education & Training,170,436,57,14,Mumbai +21 other locations
6516,Impressions Services,3.9,Facility Management Services,170,702,2,3,Gurugram +15 other locations
6517,Vertex,3.8,Pharma,170,501,--,6,Hyderabad +22 other locations
6518,Singer India,3.9,Consumer Electronics & Appliances,170,573,--,6,New Delhi +38 other locations
6519,ShopX,4.4,Internet,170,731,--,1,Bengaluru +30 other locations
6520,NaviSite,3.9,IT Services & Consulting,170,1.4k,--,20,Gurugram +4 other locations
6521,Layam Flexi Solutions,3.7,Recruitment,170,607,--,7,Chennai +36 other locations
6522,UTILITY PROJECTS AND SERVICES,3.8,Engineering & Construction,170,807,18,19,Chennai +18 other locations
6523,HP Computing and Printing Systems,3.8,IT Services & Consulting,170,937,--,8,Bengaluru +14 other locations
6524,BVC Logistics,3.5,Logistics,170,657,12,11,Mumbai +30 other locations
6525,Ascolite - Aswani Industries Pvt. Ltd.,3.9,Engineering & Construction,170,417,57,36,Surat +24 other locations
6526,Delivery.com,3.8,Internet,170,665,--,19,Hyderabad +68 other locations
6527,MUFG Intime India,3.4,,170,739,--,12,
6528,Conviction HR,4.0,Recruitment,170,433,17,29,Mumbai +13 other locations
6529,NCR Atleos,3.8,Banking,170,976,25,14,Mumbai +16 other locations
6530,Shree Maruti Courier Service,4.0,Logistics,170,776,--,10,Ahmedabad +44 other locations
6531,MRCC Solutions,2.9,IT Services & Consulting,170,927,4,11,Mumbai +9 other locations
6532,All Time Plastics,4.0,Petrochemicals,170,748,5,6,Mumbai +11 other locations
6533,Sterling Software Private Limited,3.4,Software Product,170,1.5k,8,9,Chennai +3 other locations
6534,Simple Energy,3.9,Automobile,170,729,11,25,Bengaluru +8 other locations
6535,Omega,3.9,Industrial Machinery,170,717,--,33,Chennai +20 other locations
6536,The Millennium School,4.0,Education & Training,170,561,6,9,Noida +25 other locations
6537,Super Auto India,3.7,Industrial Machinery,170,671,--,6,Pune +5 other locations
6538,Nahar Industrial Enterprises,3.8,Fashion & Textile,170,673,10,12,Chandigarh +15 other locations
6539,Metro Tyres,3.7,Auto Components,170,687,--,12,Ludhiana +35 other locations
6540,Ingenero Technologies,4.3,IT Services & Consulting,170,931,--,12,Mumbai +3 other locations
6541,Peninsula Land,4.0,Real Estate,169,643,--,7,Mumbai +6 other locations
6542,Amalgam Steel,3.8,Iron & Steel,169,795,4,16,Jamshedpur +11 other locations
6543,Ben Franklin,3.6,Retail,169,141,6,9,Hyderabad +54 other locations
6544,Ruparel Realty,3.9,Real Estate,169,692,12,15,Mumbai +3 other locations
6545,Safdarjung Hospital,4.4,Healthcare,169,703,--,5,New Delhi +4 other locations
6546,Greaves Electric Mobility,3.3,Automobile,169,777,2,15,Bengaluru +25 other locations
6547,Vignesh Polymers,3.5,Auto Components,169,949,--,9,Chennai +16 other locations
6548,Xrbia Developers,2.9,Real Estate,169,855,--,8,Pune +7 other locations
6549,CPA Global,3.8,IT Services & Consulting,169,862,--,14,Noida +6 other locations
6550,Lepton Software Export & Research,3.6,Software Product,169,732,8,25,Gurugram +10 other locations
6551,Lince Soft Solutions,4.7,Recruitment,169,1.7k,--,8,Hyderabad +5 other locations
6552,Innovel Energy Services,3.2,Power,169,402,6,18,Kolkata +14 other locations
6553,Electronics Mart India,3.4,Retail,169,663,7,17,Hyderabad +25 other locations
6554,Gulf Oil Corporation,4.4,Oil & Gas,169,633,1,7,Hyderabad +22 other locations
